关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
300750,宜春锂矿“断供”引爆市场情绪，碳酸锂期货全合约涨停,消息面上，宁德时代（300750.SZ）8月11日在互动平台表示，公司在宜春项目采矿许可证8月9日到期后已暂停了开采作业，,2025-08-11 21:07:44,第一财经,http://finance.eastmoney.com/a/202508113481592415.html
300750,涨猛了！“宁王”停产，A股锂矿板块、碳酸锂期货又创新高！,在这背后，则是在近期“宜春项目矿区停产”消息持续引发关注后，宁德时代（300750.SZ）在11日上午通过投资者互动平台,2025-08-11 20:21:35,金融投资报,http://finance.eastmoney.com/a/202508113481569497.html
300750,宁德时代旗下矿区停产!公司回应将尽快复产，锂矿股集体冲高，业内关注:宜春剩余7个涉锂矿是否也将相继停产?,8月9日，宁德时代（300750.SZ）旗下的宜丰县圳口里—奉新县枧下窝矿区陶瓷土（下称“枧下窝矿区”）被传正式停产。,2025-08-11 18:17:59,时代周报,http://finance.eastmoney.com/a/202508113481484731.html
300750,深沪北百元股数量达108只，电子行业占比最高,宁德时代263.660.070.50电力设备603129春风动力252.73-0.820.91汽车688498源杰科技243.903.790.06,2025-08-11 17:12:16,证券时报网,http://finance.eastmoney.com/a/202508113481429589.html
300750,宁德时代确认宜春锂矿暂停开采，赣锋锂业等矿企股价、碳酸锂期货纷纷大涨,8月11日上午，动力电池巨头宁德时代（300750.SZ/03750.HK）在互动平台对外确认，公司在宜春项目采矿许可证8,2025-08-11 14:18:46,澎湃新闻,http://finance.eastmoney.com/a/202508113481279392.html
300750,创50ETF(159681)上涨超2%，算力硬件股再度走强,创业板50指数(399673)前十大权重股分别为宁德时代300750、东方财富(300059)、汇川技术(300124,2025-08-11 13:57:41,界面新闻,http://finance.eastmoney.com/a/202508113481292738.html
300750,成交额超39亿元，A500ETF基金(512050)上涨近1%，机构预计下半年PPI同比增速降幅仍有望收窄,数(000510)前十大权重股分别为贵州茅台(600519)、宁德时代300750、,2025-08-11 14:20:48,界面新闻,http://finance.eastmoney.com/a/202508113481281150.html
300750,成长板块盈利预期改善，高弹性创业板ETF广发(159952)盘中涨超2%,创业板指数(399006)前十大权重股分别为宁德时代300750、东方财富(300059)、中际旭创(300308)、,2025-08-11 14:21:27,界面新闻,http://finance.eastmoney.com/a/202508113481278575.html
300750,能源金属和电池材料涨幅扩大，新能车ETF(515700)涨超3.0%,1日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代300750、汇川技术,2025-08-11 13:28:03,界面新闻,http://finance.eastmoney.com/a/202508113481305914.html
300750,宁德时代确认宜春项目暂停开采，碳酸锂期货涨停，锂矿股集体大涨,红星资本局8月11日消息，今日上午，宁德时代（300750.SZ）在投资者互动平台就“宜春项目矿区停产问题”作出回应：,2025-08-11 12:09:18,红星资本局,http://finance.eastmoney.com/a/202508113481205765.html
300750,创业50ETF(159682)涨超2%，机构：慢牛延续，成长风格不变,年7月31日，创业板50指数(399673)前十大权重股分别为宁德时代300750、东方财富(300059,2025-08-11 13:13:06,界面新闻,http://finance.eastmoney.com/a/202508113481310293.html
300750,供给端重大利好，碳酸锂期货行情卷土重来，今日涨停触及81000元/吨,宁德时代（300750.SZ）今日早盘在投资者互动平台表示，公司在宜春项目采矿许可证8月9日到期后已暂停了开采作业，正按相关规定尽快办理采矿证延续申请,2025-08-11 12:13:01,财联社,http://finance.eastmoney.com/a/202508113481206846.html
300750,电池龙头ETF(159767)上涨1.70%，宁德时代枧下窝锂矿停产，碳酸锂价格飙升,31日，国证新能源车电池指数(980032)前十大权重股分别为宁德时代300750、比亚迪(002594,2025-08-11 10:44:49,界面新闻,http://finance.eastmoney.com/a/202508113481365166.html
300750,工业具身智能迎来规模化商用突破，工业互联ETF(159778)早盘收涨近1.5%,数(931495)前十大权重股分别为工业富联(601138)、宁德时代300750、,2025-08-11 11:57:09,界面新闻,http://finance.eastmoney.com/a/202508113481317937.html
300750,宁德时代：公司在宜春项目采矿许可证8月9日到期后已暂停了开采作业，正按相关规定尽快办理采矿证延续申请,宁德时代（300750.SZ）8月11日在投资者互动平台表示，公司在宜春项目采矿许可证8月9日到期后已暂停了开采作业，正按相关规定尽快办理采矿证延续申请,2025-08-11 10:13:54,每日经济新闻,http://finance.eastmoney.com/a/202508113481141038.html
300750,创业50ETF涨超2% 机构：慢牛延续 成长风格不变,年7月31日，创业板50指数(399673)前十大权重股分别为宁德时代300750、中际旭创(300308,2025-08-11 11:42:56,东方财富证券,http://finance.eastmoney.com/a/202508113481211389.html
300750,多家车企发布7月份销售数据，智能网联汽车ETF(159872)上涨近2%,数(930725)前十大权重股分别为上汽集团(600104)、宁德时代300750、,2025-08-11 11:31:07,界面新闻,http://finance.eastmoney.com/a/202508113481340833.html
300750,宁德时代枧下窝锂矿停产 碳酸锂期货涨停！新能车ETF涨超2.0%,中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代300750、汇川技术(300124)、比亚迪(002594,2025-08-11 09:46:13,东方财富证券,http://finance.eastmoney.com/a/202508113481121691.html
300750,宁德时代，最新回应！,消息面上，宁德时代（SZ300750，股价：263.5元；总市值：1.201万亿元）8月11日在互动平台表示，公司在宜春项目采矿许可证,2025-08-11 09:32:13,每日经济新闻,http://finance.eastmoney.com/a/202508113481036166.html
300750,碳酸锂期货价格涨停，电池材料表现活跃，新材料ETF指数基金(516890)涨超0.7%,月31日，中证新材料主题指数(H30597)前十大权重股分别为宁德时代300750、北方华创,2025-08-11 11:00:14,界面新闻,http://finance.eastmoney.com/a/202508113481359057.html
300750,宁德时代枧下窝锂矿停产，碳酸锂涨停，新能车ETF(515700)开盘大涨超1.5%,1日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代300750、汇川技术,2025-08-11 09:50:29,界面新闻,http://finance.eastmoney.com/a/202508113481118153.html
300750,执掌新长安汽车11天，朱华荣拜访任正非,阿维塔成立于2018年，长安汽车和宁德时代（300750.SZ）分别为第一和第二大股东。,2025-08-11 10:24:25,红星资本局,http://finance.eastmoney.com/a/202508113481150810.html
300750,江西宜春8座云母矿停产整改，创业板新能源ETF鹏华(159261)机会凸显,7月31日，创业板新能源指数(399266)前十大权重股分别为宁德时代300750、汇川技术(,2025-08-11 09:50:34,界面新闻,http://finance.eastmoney.com/a/202508113481388946.html
300750,46家A股公司抛出中期分红预案，合计金额超720亿,0941.SH）推出金额达594.32亿港元的分红“大礼包”，宁德时代（300750,2025-08-10 18:19:58,第一财经,http://finance.eastmoney.com/a/202508103480681389.html
300750,传化智联牵手宁德时代 共同构建低碳物流新体系,8月8日，传化智联(002010)旗下控股子公司传化物流集团与宁德时代300750旗下时代骐骥新能源科技有限公司签署战略合作框架协议,2025-08-08 19:30:56,证券时报网,http://finance.eastmoney.com/a/202508083480094571.html
300750,华安证券给予宁德时代买入评级，海外业务快速增长，毛利率稳步提升,华安证券8月8日发布研报称，给予宁德时代（300750.SZ，最新价：263.71元）买入评级。,2025-08-08 15:43:40,每日经济新闻,http://finance.eastmoney.com/a/202508083479894243.html
300750,深沪北百元股数量达107只，科创板股票占43.93%,宁德时代263.480.160.41电力设备603129春风动力254.834.531.34汽车688068热景生物243.022.540.02,2025-08-08 16:29:39,证券时报网,http://finance.eastmoney.com/a/202508083479945554.html
300750,碳酸锂期货价格连续3天大涨，新能车ETF(515700)翻红拉升,中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代300750、汇川技术(300124)、比亚迪(002594,2025-08-08 13:42:02,界面新闻,http://finance.eastmoney.com/a/202508083479841830.html
300750,西北首个百万千瓦级“绿电直连”项目启动在即，碳中和ETF基金(159885)涨超1%,日，中证内地低碳经济主题指数(000977)前十大权重股分别为宁德时代300750、长江电力,2025-08-08 13:51:32,界面新闻,http://finance.eastmoney.com/a/202508083479823549.html
300750,A500ETF基金(512050)拉升翻红成交额突破24亿元，机构看好A股趋势性慢牛行情,数(000510)前十大权重股分别为贵州茅台(600519)、宁德时代300750、中国平安(601318,2025-08-08 11:50:23,界面新闻,http://finance.eastmoney.com/a/202508083479762823.html
300750,30股今日获机构买入评级 7股上涨空间超20%,称最新评级上次评级预测目标价（元）最新收盘价（元）300750宁德时代华创证券强推强推,2025-08-07 20:04:43,证券时报网,http://finance.eastmoney.com/a/202508073478962188.html
300750,A股两融余额已达十年来高点 “融资客”更偏好哪些行业和个股？,光信息(688041.SH)、工业富联(601138.SH)、宁德时代300750,2025-08-07 20:08:06,界面新闻,http://finance.eastmoney.com/a/202508073478973593.html
300750,电力设备行业8月7日资金流向日报,宁德时代-0.740.39-32082.95002851麦格米特-3.287.16-30010.09300068南都电源-,2025-08-07 16:40:00,证券时报网,http://finance.eastmoney.com/a/202508073478768147.html
300750,A500ETF基金(512050)昨日净流入3.7亿，机构：指数中枢将逐级抬升,数(000510)前十大权重股分别为贵州茅台(600519)、宁德时代300750、,2025-08-07 15:14:00,界面新闻,http://finance.eastmoney.com/a/202508073478699968.html
300750,头部企业加速布局“工业+AI”，工业互联ETF(159778)多股飘红,数(931495)前十大权重股分别为工业富联(601138)、宁德时代300750、,2025-08-07 11:20:11,界面新闻,http://finance.eastmoney.com/a/202508073478571066.html
300750,两融余额时隔十年重返2万亿 融资客涌入哪些行业板块？,新易盛（300502.SZ）、北方稀土（600111.SH）、宁德时代（300750.SZ）等10只个股，获融资净买入累计超,2025-08-06 18:32:19,第一财经,http://finance.eastmoney.com/a/202508063477727449.html
300750,百元股数量达113只，电子、医药生物、计算机行业占比均超10%,宁德时代265.00-0.260.36电力设备688068热景生物250.8010.970.04医药生物688235百济神州,2025-08-06 16:28:13,证券时报网,http://finance.eastmoney.com/a/202508063477618248.html
300750,赴港IPO市值门槛或提至200亿元，小盘股如何下好市值管理“先手棋”,今年以来，宁德时代（300750.SZ）、恒瑞医药（600276.SH）、海天味业（600283.SH）等10家A股公司赴港上市,2025-08-06 16:39:49,华夏时报,http://finance.eastmoney.com/a/202508063477639594.html
300750,市场赚钱效应持续，中证A500ETF龙头(563800)实现3连涨！成分股中国重工、中国船舶等多股涨停,数(000510)前十大权重股分别为贵州茅台(600519)、宁德时代300750、,2025-08-06 16:50:10,界面新闻,http://finance.eastmoney.com/a/202508063477933080.html
300750,上半年新能源车渗透率刷新记录，智能网联汽车ETF(159872)涨超1%冲击4连涨,数(930725)前十大权重股分别为上汽集团(600104)、宁德时代300750、,2025-08-06 14:52:09,界面新闻,http://finance.eastmoney.com/a/202508063477542629.html
300750,军工、机器人等先进制造概念活跃，新材料ETF指数基金(516890)盘中上涨,月31日，中证新材料主题指数(H30597)前十大权重股分别为宁德时代300750、北方华创,2025-08-06 13:55:06,界面新闻,http://finance.eastmoney.com/a/202508063477507363.html
300750,连续3日上涨，中证A500ETF龙头(563800)午间收红，成分股机器人领涨,数(000510)前十大权重股分别为贵州茅台(600519)、宁德时代300750、,2025-08-06 13:11:14,界面新闻,http://finance.eastmoney.com/a/202508063477495641.html
300750,上半年服务进出口总额同比增长8.0%，A500ETF基金(512050)冲击3连涨，成交额超24亿元位居同类第一,数(000510)前十大权重股分别为贵州茅台(600519)、宁德时代300750、,2025-08-06 11:50:44,界面新闻,http://finance.eastmoney.com/a/202508063477440385.html
300750,乘联分会上调2025年行业年度预测，新能车ETF(515700)翻红冲击3连涨,中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代300750、汇川技术(300124)、比亚迪(002594,2025-08-06 10:26:23,界面新闻,http://finance.eastmoney.com/a/202508063477554765.html
300750,七部门发文推进新型工业化，工业互联ETF(159778)交投活跃,数(931495)前十大权重股分别为工业富联(601138)、宁德时代300750、,2025-08-06 10:26:34,界面新闻,http://finance.eastmoney.com/a/202508063477553029.html
300750,杠杆资金大手笔加仓股名单,宁德时代-0.2936267.53822779.510.73电力设备300803指南针1.5819243.20342710.246.44,2025-08-06 09:35:17,证券时报网,http://finance.eastmoney.com/a/202508063477308031.html
300750,184家公司获机构调研（附名单）,001338永顺泰1111.81-0.17农林牧渔300750宁德时代11265.70-8.95电力设备0,2025-08-06 09:32:59,证券时报网,http://finance.eastmoney.com/a/202508063477293462.html
300750,中企拿下全球电池近七成江山，海外成新引擎 | 动力电池月度排名,半年全球动力电池装机量排名前十的企业中，有六家来自中国，分别为宁德时代300750.SZ)、比亚迪(002594.SZ,2025-08-05 21:42:40,界面新闻,http://finance.eastmoney.com/a/202508053476736354.html
300750,主力动向：8月5日特大单净流出25.96亿元,宁德时代265.70-0.29-4.36电力设备300486东杰智能20.3920.01-3.88机械设备300696爱乐达,2025-08-05 16:58:42,证券时报网,http://finance.eastmoney.com/a/202508053476538531.html
300750,深沪北百元股排行榜,宁德时代265.70-0.290.52电力设备688235百济神州249.462.440.02医药生物688692达梦数据,2025-08-05 16:38:39,证券时报网,http://finance.eastmoney.com/a/202508053476517672.html
300750,A500ETF基金(512050)红盘向上，机构看好三大配置方向,数(000510)前十大权重股分别为贵州茅台(600519)、宁德时代300750、,2025-08-05 13:59:41,界面新闻,http://finance.eastmoney.com/a/202508053476338423.html
300750,近6月净值上涨9.21%，中证A500ETF龙头(563800)红盘蓄势，盘中成交超7亿元,数(000510)前十大权重股分别为贵州茅台(600519)、宁德时代300750、,2025-08-05 11:58:23,界面新闻,http://finance.eastmoney.com/a/202508053476306728.html
300750,固态电池产业化落地有望提速，新能车ETF(515700)盘中上涨,1日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代300750、汇川技术(300124,2025-08-05 10:19:38,界面新闻,http://finance.eastmoney.com/a/202508053476225714.html
300750,电池材料、军工材料活跃，新材料ETF指数基金(516890)涨超0.7%,月31日，中证新材料主题指数(H30597)前十大权重股分别为宁德时代300750、北方华创,2025-08-05 10:30:47,界面新闻,http://finance.eastmoney.com/a/202508053476345664.html
300750,7月新能源车市场延续高增，全市场最大电池ETF(159755)近5日累计“吸金”1.98亿元，规模突破40亿元,50)上涨2.09%，中国宝安(000009)上涨1.42%，宁德时代300750上涨1.30%。,2025-08-05 10:00:07,界面新闻,http://finance.eastmoney.com/a/202508053476337270.html
300750,197家公司获机构调研（附名单）,宁德时代11266.48-6.92电力设备000731四川美丰117.08-1.80基础化工002434万里扬117.820.77,2025-08-05 09:17:01,证券时报网,http://finance.eastmoney.com/a/202508053476085045.html
300750,财说丨半年报首亏、实控人撤离，翔丰华滑向“泥潭”,用为2336万元，研发费用占总营收比例率不足4%，不及贝特瑞、宁德时代（300750.SZ）等行业巨头5%以上的投入水平。,2025-08-05 08:09:55,界面新闻,http://finance.eastmoney.com/a/202508053475868571.html
300750,宁德时代累计回购664万股 金额15.51亿元,8月4日，宁德时代（300750/03750）发布公告，截至2025年7月31日，公司累计回购664万股A股股份，占A,2025-08-04 17:19:57,财中社,http://finance.eastmoney.com/a/202508043475367142.html
